path;total_conversions;total_conversion_value;total_null
paid search > paid search > FB > paid search > Tiktok > snapchat > snapchat > display > paid search > paid search > Tiktok > display > display > Pinterest > paid search > paid search > paid search > Pinterest > snapchat > Pinterest > Tiktok > FB > snapchat > snapchat > Pinterest > Pinterest > Pinterest > snapchat > FB > FB > FB > FB > snapchat > FB > Pinterest;1;10.469;2
paid search > paid search > FB;0;0;3
snapchat > snapchat > snapchat > FB;1;6.305;2
Pinterest > Tiktok > snapchat > offline > FB;0;0;3
FB > Pinterest > Pinterest;0;0;2
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > FB;1;3.488;3
snapchat > FB > paid search > Tiktok > FB > retargeting> Retargeting;1;2.54;3
paid search > paid search > Pinterest > Tiktok > Tiktok > Tiktok;0;0;2
FB > display;1;2.3;3
FB > FB > Bing > paid search > FB;1;1.854;3
snapchat > Bing;1;5.516;3
Pinterest > paid search > paid search > Pinterest > Tiktok;1;3.15;2
snapchat;1;2.01;3
FB > paid search > paid search;1;5.14;2
FB > snapchat > display > display > display;0;0;3
snapchat > snapchat > snapchat > FB > paid search > paid search > paid search > snapchat > snapchat > snapchat > snapchat > snapchat > FB > FB > snapchat > snapchat > FB;1;2.593;3
snapchat > snapchat > Tiktok > Tiktok > display;1;1.866;2
Tiktok > paid search > FB > Pinterest > display;1;1.585;2
FB > Bing;1;3.112;3
paid search > Tiktok > paid search > paid search > Bing > Tiktok > Tiktok > Tiktok > paid search;1;2.4;3
paid search > paid search > paid search > Tiktok > Pinterest;1;7.8245;5
paid search > snapchat > snapchat;0;0;3
paid search > FB > Tiktok > FB;0;0;2
paid search > display;1;20.07;3
paid search > Pinterest > paid search > paid search > paid search > paid search > paid search > Pinterest;0;0;2
FB > snapchat > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > FB;0;0;2
Pinterest > display > display > display > display > Tiktok;0;0;3
FB > paid search;1;2.86;3
snapchat > paid search;1;5.012;2
paid search > FB;1;1.806;3
display > display > display > Tiktok > Pinterest > Tiktok > Pinterest > Pinterest > display > display > paid search > display > paid search > paid search > Tiktok > display > display > display > display > display > display > FB;1;2.235;2
paid search > paid search > paid search > paid search > paid search > Pinterest > paid search;0;0;3
FB > Tiktok > Pinterest > Tiktok > snapchat > FB > snapchat;0;0;3
FB > Pinterest > snapchat > Pinterest;0;0;2
Pinterest > FB > snapchat > snapchat > paid search > Tiktok > offline > FB > paid search > FB > retargeting> Tiktok > offline > paid search > paid search > snapchat > display > snapchat > Pinterest;0;0;3
FB > FB;0;0;3
snapchat > FB > display > display;1;2.364;3
snapchat > Tiktok;2;4.092;6
display > Tiktok > display > Tiktok > Pinterest > Tiktok > display > Tiktok > Tiktok;1;2.841;3
FB;1;4.629;3
snapchat > FB > snapchat;1;1.616;3
snapchat > offline > snapchat > FB;1;2.7;3
FB > Tiktok;1;2.59;2
paid search > snapchat > paid search > paid search > FB;0;0;3
paid search > Tiktok > paid search;1;5.238;3
snapchat > Tiktok > FB;1;1.145;3
FB > FB > Bing > FB;1;2.256;2
Pinterest > Pinterest > Retargeting;1;1.839;3
paid search > Tiktok > Tiktok > FB > paid search > Pinterest > paid search > paid search;0;0;3
snapchat > paid search > FB;1;2.904;3
paid search > paid search > Pinterest > paid search > paid search > paid search > paid search > paid search;1;5.72;3
snapchat > display > paid search;1;3.89;2
snapchat > Tiktok > Tiktok;1;4.2;2
FB > FB > FB;1;3.838;2
paid search > display > paid search;2;7.672;6
Tiktok > FB > snapchat;1;0.943;2
paid search > snapchat > FB > FB;1;3.505;2
Pinterest > snapchat > snapchat > paid search > Tiktok > FB;0;0;2
snapchat > paid search > display > Tiktok;1;11.11;2
snapchat > paid search > display > snapchat > FB > display > display;1;4.2;3
Pinterest > paid search > paid search > display > paid search > display > display > display;1;3;2
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search;1;2.246;2
paid search > FB;1;6.443;3
paid search > retargeting> Tiktok > paid search;1;1.163;2
snapchat > FB;1;6.75;2
paid search > snapchat > paid search > paid search > paid search > Tiktok > Tiktok;1;2.661;2
paid search > snapchat > snapchat;1;1.388;2
snapchat > snapchat > snapchat > FB > Tiktok > paid search > snapchat;1;0.8;2
FB;4;9.1736;13
snapchat > snapchat > snapchat > Pinterest > paid search > snapchat > snapchat > snapchat > paid search > paid search > paid search > paid search > paid search > paid search;1;3.2;3
Tiktok > Tiktok > FB;0;0;3
paid search > FB;1;1.843;2
Tiktok > snapchat > FB > Tiktok;1;2.095;2
paid search > paid search > Tiktok > paid search;1;2.497;6
Pinterest > Pinterest > Pinterest > Pinterest;0;0;3
FB > FB;2;1.29;6
FB;23;77.9793703703704;84
snapchat > FB;1;2.674;3
Tiktok > Retargeting;1;6.117;2
snapchat > Pinterest > paid search > paid search > paid search > FB > paid search > paid search;0;0;3
paid search > paid search > paid search > paid search > snapchat > snapchat > paid search > FB > snapchat > FB > snapchat > FB;1;2.505;3
paid search > Tiktok > paid search > Tiktok > Tiktok > paid search > Tiktok > paid search > paid search > paid search > snapchat > snapchat > snapchat > paid search > snapchat > Tiktok > Tiktok > Tiktok > Tiktok > snapchat;1;0.7;2
snapchat > Tiktok > snapchat;1;3.05;2
snapchat > Tiktok;1;2.85;2
Tiktok > FB > snapchat > paid search > Pinterest > Tiktok > Pinterest;1;1.39;3
snapchat > snapchat > paid search > paid search > paid search > paid search > paid search > Bing > display;0;0;2
FB > snapchat > Pinterest > FB > snapchat > FB;1;4.4;3
paid search > FB;1;4.05;2
paid search > FB > FB > FB > FB;1;1.6;2
snapchat > snapchat > snapchat > snapchat > FB > snapchat > paid search > snapchat > snapchat > FB > Bing > Tiktok;1;2.73;2
FB;2;5.974;6
snapchat > FB > paid search > paid search > FB > FB;1;2.716;3
FB > paid search > FB;1;4.425;3
snapchat > Pinterest;0;0;3
FB > FB > FB > FB;1;1.65;2
paid search > paid search;0;0;3
paid search > snapchat > snapchat > paid search > paid search > snapchat > snapchat > Bing > Tiktok;1;8.88;3
paid search > Pinterest > Pinterest > paid search > display > paid search;1;2.598;3
paid search > Retargeting;1;8.325;3
paid search > paid search > paid search > paid search > paid search > paid search > FB > paid search > paid search > paid search > paid search > Bing > paid search > paid search;1;2.05;2
Pinterest > display > display > display > FB > display > display;1;3.571;2
Bing;1;2.311;2
FB;12;19.6037142857143;47
Pinterest > Tiktok > retargeting> Pinterest > Tiktok > Tiktok;0;0;2
paid search > paid search > paid search > display > display > paid search > paid search;1;2.358;3
snapchat > FB > FB > FB > Tiktok;1;3.4;3
FB > FB > FB > FB;1;4.693;3
FB;2;2.15;6
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search;1;1.7;3
FB > FB;0;0;2
snapchat > FB > Tiktok;1;0.94;2
FB;1;1.59;2
FB > FB > snapchat > snapchat;0;0;3
paid search > Tiktok > Pinterest > Pinterest > Tiktok > paid search > paid search > Bing > paid search > display > display > Pinterest > display > Pinterest > Tiktok > Tiktok;2;11.763;5
snapchat > Tiktok;1;6.073;2
snapchat > snapchat > snapchat > FB > FB;1;2.75;2
FB > Tiktok;1;1.665;3
snapchat > snapchat > Tiktok > FB > snapchat;1;1.762;3
FB > retargeting> snapchat > FB > FB > Tiktok;1;3.78;2
paid search > paid search > Pinterest > paid search > snapchat > paid search > Tiktok;1;3.7;3
snapchat > snapchat > snapchat > snapchat > Bing > FB > FB;1;11.316;2
FB;2;2.639;5
FB > paid search;1;2.474;2
FB > FB;0;0;2
display > paid search > paid search;0;0;3
paid search > FB > paid search > FB;1;2.12;3
offline > offline > paid search;0;0;5
FB > display > display > display > display > display > Tiktok > Tiktok;1;5.452;3
FB;0;0;3
display > FB > display;1;2.005;2
paid search > paid search > FB > FB > FB > paid search > paid search > paid search > paid search > paid search > paid search > paid search;1;1.814;3
paid search > paid search > paid search > FB > FB > paid search > paid search > paid search > paid search > paid search > snapchat > Tiktok > paid search > paid search > paid search > paid search;1;1.681;3
paid search > FB;1;5.692;3
Tiktok > Tiktok > Pinterest > snapchat > paid search > paid search;1;2.6;2
FB;2;9.167;6
paid search > paid search > Tiktok > Pinterest > paid search > paid search;0;0;3
paid search > snapchat;1;0.7;3
snapchat > FB;0;0;3
FB > Tiktok;1;6.38;3
snapchat;0;0;3
snapchat > snapchat > snapchat > snapchat > FB > snapchat;1;3.37;3
paid search > paid search > paid search > Pinterest > Tiktok > Tiktok;1;5;2
display > display > display > display > Tiktok > Tiktok > Tiktok > FB > Tiktok > display > display;1;4.83;3
paid search > FB;1;4.539;3
Tiktok > FB > Tiktok > Tiktok > Tiktok > Tiktok > snapchat > Tiktok > Tiktok > Tiktok > Tiktok > Bing;1;5.561;2
Pinterest > snapchat;1;5.416;10
FB > FB > FB;1;0.4;2
snapchat > display > snapchat;1;1.908;2
paid search > snapchat > snapchat > snapchat > paid search;1;3.34;2
Pinterest > Pinterest > Pinterest > Pinterest > Pinterest > Pinterest > Retargeting;0;0;2
snapchat > snapchat > Pinterest;1;2.117;2
paid search > paid search > FB > paid search > FB;2;3.95466666666667;9
Pinterest > paid search > paid search > Pinterest > paid search > Pinterest > Tiktok;1;2.366;3
snapchat > snapchat > snapchat;1;2.65;2
FB > Tiktok;1;5.709;3
paid search > Tiktok > FB;1;3.236;2
FB > snapchat > Pinterest > snapchat > snapchat > FB > Tiktok > Pinterest > FB;0;0;3
snapchat > display > snapchat > FB > snapchat;1;2.875;3
paid search > paid search > paid search > snapchat > paid search > paid search;1;3.3435;5
FB > Tiktok > Tiktok > snapchat;1;20.839;3
FB > paid search > Pinterest > Bing;1;3.023;2
FB > paid search > Tiktok > display > Pinterest;0;0;2
FB > FB;1;0.4;3
paid search > snapchat > Tiktok > Bing > Tiktok > Tiktok > Tiktok;0;0;2
snapchat > FB > snapchat > snapchat > FB;1;2.2;3
FB > FB;0;0;2
snapchat > snapchat > FB;2;2.932;6
FB;2;2.63333333333333;8
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > paid search > paid search > Pinterest > paid search > snapchat > Tiktok > paid search;1;1.3;2
paid search > paid search > FB > paid search > paid search > snapchat > FB > paid search > paid search > paid search > paid search > paid search;0;0;2
FB > FB;0;0;3
display > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > display > display;1;2.31;3
FB > paid search > FB > Pinterest > FB > paid search > paid search > FB;1;1.395;2
snapchat > FB;1;4.455;3
snapchat > snapchat > snapchat > FB > paid search;1;3.672;2
Pinterest > Pinterest > paid search > paid search;1;2.364;2
snapchat;3;3.0765;11
snapchat > Tiktok > snapchat > FB > Retargeting;1;0.545;3
snapchat;1;8.279;2
snapchat > FB > FB > FB;1;7.43;3
paid search > paid search > Tiktok;1;3.05;3
paid search > paid search > paid search > display > display > paid search > display;1;2.485;3
FB > FB;5;3.2;18
paid search > Bing;1;1.808;2
snapchat > FB > paid search > snapchat > paid search > paid search > snapchat > FB > paid search;0;0;2
Tiktok > FB > paid search > paid search > paid search > paid search > paid search > paid search > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;5.091;2
snapchat > snapchat > paid search > paid search > snapchat > FB;0;0;3
paid search > paid search > paid search > paid search;4;12.315;11
snapchat > Pinterest > Pinterest > snapchat > Tiktok;1;6.98;2
paid search > snapchat > paid search > snapchat > Tiktok > snapchat > snapchat;1;2.906;3
snapchat > Pinterest > Pinterest;1;2.353;2
FB;1;0.626;2
paid search > Pinterest > snapchat;1;3.63;3
FB > FB;2;4.56;6
FB;0;0;3
Tiktok > Tiktok > FB > Tiktok > paid search;0;0;3
snapchat > snapchat > paid search;0;0;3
paid search > Pinterest > Bing > paid search > paid search;1;2.898;3
snapchat > paid search > snapchat > paid search > paid search > Tiktok > paid search;1;6.195;3
snapchat > Tiktok > Tiktok > Tiktok > snapchat;1;3.44;2
FB > FB;1;2.625;3
Pinterest > Pinterest > paid search > Pinterest > Pinterest > Tiktok;2;7.686;6
snapchat > paid search > Pinterest > Pinterest > paid search > Tiktok;1;1.326;3
snapchat > Pinterest > snapchat > snapchat > snapchat > snapchat > Pinterest > snapchat > Pinterest > snapchat > snapchat > Pinterest;1;4.796;2
paid search > paid search > paid search > paid search > paid search > Tiktok > paid search > paid search > paid search;4;21.6342857142857;22
paid search > FB;1;4.033;3
snapchat > FB > snapchat > Tiktok > FB > snapchat;1;2.925;2
FB > FB > FB > FB;1;7.367;2
snapchat > paid search > Bing;0;0;2
paid search > paid search > FB;1;1.17;3
paid search > paid search > paid search > paid search > Pinterest;1;1.995;3
paid search > paid search > paid search > Tiktok > paid search > paid search > paid search > paid search;1;6.301;2
paid search > paid search > paid search;1;1.723;3
retargeting> paid search;1;1.426;3
Bing > Bing > Bing;2;3.393;6
paid search > paid search > Retargeting;2;4.323;5
display > Bing > display > Retargeting;1;4.476;3
snapchat > snapchat > Pinterest;0;0;3
snapchat > FB;1;8.084;2
FB;1;5.904;2
paid search > paid search > display > Pinterest > display;1;2.577;3
snapchat > FB > FB;1;3.114;2
paid search > display > display > paid search > paid search > paid search > display > display > display > paid search > Tiktok;1;5.881;2
snapchat > snapchat > snapchat > snapchat > Pinterest > snapchat > snapchat > FB > FB > FB;2;7.409;5
FB > Pinterest > FB > Tiktok;1;4.842;2
Pinterest > snapchat > FB > snapchat;1;3.36;3
Bing > paid search > FB > Pinterest > snapchat > display;0;0;3
paid search > Pinterest > paid search > paid search > paid search > paid search > paid search > paid search > FB;1;6.342;3
paid search > display > paid search > display > paid search > FB > Tiktok > paid search > paid search;1;4.982;3
FB > snapchat;0;0;3
Tiktok > snapchat;1;1.714;2
snapchat > snapchat > snapchat > snapchat > snapchat > FB;1;4.686;3
paid search > paid search > paid search > paid search > snapchat > Bing > paid search > Bing > paid search > paid search > Tiktok > Tiktok;0;0;3
Pinterest > snapchat > FB;1;9.16;2
FB > FB > FB > FB > Tiktok > Tiktok > Tiktok;1;6.6;3
FB > Bing;1;1.748;3
paid search > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > display;1;18.738;3
paid search > FB > Tiktok > Tiktok;1;2.55;2
paid search > paid search > snapchat;0;0;3
snapchat > paid search > FB;0;0;2
snapchat > snapchat > Tiktok > snapchat > FB;1;15.948;3
paid search > offline;1;2.13;2
paid search > paid search > paid search > paid search > FB > paid search > paid search > paid search > paid search > paid search;1;9.852;2
paid search > paid search > paid search > paid search > paid search > Pinterest > paid search > paid search;1;3.049;2
paid search > Bing > display;1;2.9;2
snapchat > FB > FB;1;1.3;3
FB > Pinterest > Tiktok;1;3.9;2
paid search > FB;1;3.1;2
Pinterest > Pinterest > paid search;1;4.285;2
Pinterest > FB;1;1.579;6
display > display > retargeting> Tiktok;0;0;2
display > paid search > display > Tiktok;5;15.6741666666667;18
paid search > paid search > Pinterest > paid search > paid search > paid search > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > paid search > Tiktok > Tiktok > paid search > Bing > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;11.61;3
paid search > Pinterest > Tiktok > Tiktok > Tiktok;1;1.99;3
Tiktok > offline > Tiktok;2;4.749;6
FB > Tiktok;0;0;3
paid search > paid search > paid search > paid search > Pinterest > Bing;1;1.727;2
paid search > paid search > paid search > paid search > display > snapchat > snapchat;1;8.827;2
snapchat > snapchat;1;6;2
paid search > snapchat;1;0.225;3
snapchat > snapchat > paid search > display > display;1;5.25;3
snapchat > FB > paid search > Pinterest > Tiktok > Pinterest > Pinterest;1;5.04;3
snapchat > Pinterest > Tiktok > Tiktok > paid search;1;1.368;2
Pinterest > snapchat > Pinterest > Tiktok;1;6.226;3
Tiktok > paid search > Tiktok > Tiktok > display > Tiktok > display;1;9.786;3
paid search > paid search > Pinterest > paid search > paid search;1;1.86;3
snapchat > Tiktok > Tiktok > snapchat > snapchat > FB;1;1.706;2
paid search > snapchat;1;5.357;2
snapchat > FB;2;13.373;5
snapchat > FB > Tiktok > Bing > Tiktok;1;2.708;2
FB > FB;0;0;3
snapchat > FB > Tiktok > Bing;1;3.802;3
display > display > display > display > Tiktok > display > Tiktok > display > display;3;7.718;10
snapchat > paid search > paid search > snapchat > paid search > paid search > Tiktok;0;0;3
paid search > snapchat > Pinterest > paid search > snapchat > display > paid search > Tiktok > display > display > display > paid search;0;0;3
FB > FB > FB > Tiktok > Tiktok > Tiktok > Pinterest;1;2.653;3
FB > FB > FB > FB > Tiktok > FB > Tiktok;1;3.28;2
snapchat > Pinterest > snapchat > snapchat > snapchat > Tiktok > Pinterest;1;1.5;3
Pinterest > FB > Pinterest > Pinterest;1;5.2;2
snapchat > snapchat > snapchat > FB > FB > snapchat > FB > FB;1;4.764;3
Tiktok > Pinterest > Pinterest > Pinterest > Pinterest > Bing;1;4.508;2
Pinterest > snapchat > Bing > FB;0;0;3
display > display > display > display > display > display > display > display > display;1;2.658;2
paid search > snapchat > snapchat > Tiktok > display;1;3.884;2
snapchat > FB > FB > Tiktok > Pinterest > Tiktok;1;9.046;3
FB > snapchat > FB > snapchat > paid search > Tiktok;1;0.24;3
paid search > paid search > display;1;5.131;3
snapchat > FB;12;16.7501538461538;42
FB > FB;1;8.04;3
snapchat > FB;1;2.551;2
paid search > paid search > paid search > paid search > paid search;0;0;3
paid search > paid search > paid search > retargeting> paid search > paid search > paid search > paid search > paid search;0;0;2
FB > retargeting> FB > FB > retargeting> Tiktok > FB > retargeting> FB > retargeting> FB > Retargeting;1;2.33;3
paid search > FB;1;3.236;3
snapchat > snapchat > snapchat > snapchat > FB;1;0.861;2
Pinterest > display > Tiktok > display > Tiktok > snapchat;1;1.493;2
paid search > paid search > paid search > paid search > paid search;1;1.32;6
FB > Tiktok > retargeting> retargeting> FB > retargeting> retargeting> Retargeting;2;1.15;5
Pinterest > FB > FB;0;0;2
paid search > Pinterest > paid search > Pinterest > Tiktok > Tiktok;0;0;2
paid search > snapchat > Pinterest;1;2.438;2
offline > offline > offline > Tiktok > Tiktok;1;3.064;2
snapchat > snapchat > FB > Tiktok > display;1;8.526;3
snapchat > FB > snapchat > snapchat;1;4.93;2
FB > Bing > Pinterest > Pinterest > Pinterest;1;1.072;3
paid search > Tiktok > Tiktok > paid search > paid search > Tiktok > Tiktok > paid search > paid search;0;0;3
FB > FB > FB > FB;0;0;2
paid search > Tiktok > Tiktok > paid search > Tiktok > Tiktok > paid search > Tiktok > Tiktok > paid search > paid search > paid search > Tiktok > paid search;1;7.265;5
snapchat > display > display;1;1.1;2
snapchat > snapchat > snapchat > Tiktok > Bing > snapchat;1;2.457;3
snapchat > Tiktok > paid search;1;4.572;2
paid search > offline;2;3.98866666666667;8
snapchat > snapchat;1;0.748;2
snapchat > snapchat > snapchat > paid search > paid search > FB > Retargeting;1;3.828;3
paid search > paid search > paid search > snapchat > paid search > paid search > paid search > paid search;0;0;2
FB;1;15.767;2
Pinterest > paid search > display > display > paid search > paid search > paid search > Tiktok > Tiktok > paid search > display > Tiktok > Pinterest > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search;0;0;5
Pinterest > FB;1;2.145;3
snapchat > Pinterest > FB > snapchat > Pinterest;1;0.696;3
FB > Tiktok;1;1.695;3
FB > FB > FB;1;2.21;2
paid search > paid search > paid search > paid search > Pinterest > paid search > paid search > paid search > Pinterest > paid search > paid search > Pinterest > FB > Pinterest > Pinterest > paid search > paid search > display;0;0;2
FB > paid search;1;2.71;2
Pinterest > Bing > Pinterest > Bing > Pinterest;0;0;5
paid search > Pinterest > Pinterest > Pinterest > paid search > Tiktok;1;3.856;2
paid search > snapchat > paid search > FB;0;0;3
paid search > paid search > paid search > paid search > snapchat > Pinterest > FB;0;0;3
snapchat > snapchat > snapchat > FB > snapchat > Pinterest > FB;1;0.623;2
paid search > FB;1;2.697;3
FB > FB > Tiktok;1;1.56;3
snapchat > FB > snapchat > FB > snapchat > FB;1;5.1525;6
snapchat > snapchat > Bing;2;6.905;5
FB > FB;1;1.961;3
Pinterest > paid search > paid search > Pinterest > paid search > FB > Tiktok;0;0;3
snapchat > snapchat;1;5;2
FB > paid search > display;1;2.72;3
paid search > paid search > paid search > paid search > paid search > Pinterest > paid search > display > Pinterest;1;1.339;2
display > Pinterest > Bing > Tiktok > Pinterest > Pinterest > Tiktok > display > Pinterest > Tiktok;0;0;3
FB > FB > FB > Pinterest > Bing;1;2.783;3
FB > FB > FB > FB > FB > FB > FB > FB;1;3.057;2
snapchat > paid search > paid search > FB;1;4.323;3
Pinterest > paid search > display > snapchat > display > Tiktok > Tiktok;0;0;3
snapchat > Tiktok > Tiktok;1;2.261;2
FB > snapchat > FB;1;0.959;2
paid search > retargeting> Pinterest;1;2.092;2
FB;2;2.525;5
snapchat > snapchat > snapchat > FB;1;3.069;3
snapchat > paid search > FB;0;0;3
Pinterest > Tiktok > Tiktok > Tiktok > Pinterest > display > display > Bing > display > Pinterest > Tiktok;1;1.962;3
snapchat > Tiktok > FB;0;0;2
snapchat > Pinterest > snapchat > FB;1;5.53;3
snapchat > FB;0;0;3
snapchat > snapchat > FB > Tiktok > snapchat > FB > snapchat > FB > FB > Tiktok;1;2.965;2
Pinterest > Pinterest > Tiktok > snapchat;1;3.8;2
snapchat > Bing > FB > paid search > FB;1;5.69;3
paid search > paid search > paid search > Tiktok > display > retargeting> Tiktok > Tiktok > Bing;1;3.674;2
FB > FB;1;2.11;2
FB > FB > FB > FB;1;2.6465;5
display > display > Pinterest > display > display > Pinterest > Pinterest > display;0;0;2
Pinterest > FB > snapchat > FB > display > Retargeting;0;0;3
snapchat > FB > snapchat > FB;3;8.236;7
FB > FB > FB > FB;1;3.645;2
display > display > display > Tiktok > Tiktok > display > display > display > display > display > display;1;13.944;2
snapchat > paid search > snapchat > FB > snapchat > display > Tiktok > snapchat > snapchat > Pinterest > display > snapchat > FB;1;11.618;3
paid search > paid search > paid search > Retargeting;0;0;2
snapchat > paid search > paid search;1;2.7;3
FB > Tiktok;1;2.96;3
paid search > snapchat > Pinterest > paid search > paid search > display;1;4.807;3
Tiktok > retargeting> Tiktok > Tiktok > Tiktok;0;0;2
FB > Tiktok > FB;0;0;2
paid search > retargeting> paid search > paid search > retargeting> paid search > paid search;1;1.91;2
snapchat > Pinterest > FB;1;2.794;3
FB > display > display > display;0;0;2
FB > Tiktok > Tiktok;1;3;3
snapchat > FB;1;6.335;2
FB > Tiktok;1;6.487;2
snapchat > snapchat > paid search;0;0;3
snapchat > snapchat > snapchat > offline > snapchat > paid search > FB > snapchat > snapchat > FB > Tiktok > snapchat > Tiktok > offline > FB > offline > snapchat > Tiktok;1;9.234;3
snapchat > snapchat > snapchat > snapchat > FB;1;2.475;2
Pinterest > Tiktok > Tiktok > Tiktok > display > display > Tiktok;2;10.9;6
Tiktok > Pinterest > Tiktok > paid search > Tiktok;1;0.74;2
paid search > Tiktok > paid search > Tiktok > Tiktok > Pinterest > Tiktok;1;3.651;3
retargeting> Tiktok > FB > Tiktok > Bing > Tiktok;1;4.509;2
FB > Tiktok > FB > FB > FB > FB;1;1.08;3
FB > Tiktok;5;6.879;15
FB;0;0;3
FB > FB > FB > FB;1;4.499;3
paid search > paid search > Pinterest > snapchat > paid search > paid search;1;3.372;3
paid search > display;3;16.351;8
FB > FB;1;2.563;2
FB;7;12.6617272727273;34
FB > display > FB > display > FB;1;3.324;2
paid search > snapchat > paid search;1;5.156;2
FB > Pinterest > Tiktok > Tiktok > Tiktok;1;2.928;3
paid search > snapchat > paid search;3;6.48;9
Tiktok > FB > paid search > FB > FB;1;1.75;3
FB > Tiktok;1;6.187;3
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search;1;4.023;3
paid search > FB > paid search > FB > Tiktok;1;2.9;3
paid search > paid search > paid search > paid search > paid search > Tiktok > paid search > paid search > paid search > paid search > Tiktok > paid search;0;0;2
Pinterest > snapchat > Retargeting;1;3.8;3
FB > Tiktok;0;0;3
paid search > display > Tiktok > display;0;0;3
FB;1;4.7075;6
FB;0;0;2
FB > paid search > FB;1;2.61;2
snapchat > FB > paid search;1;3.36;2
paid search > snapchat > FB > snapchat > FB > paid search > Pinterest > paid search > FB > snapchat > FB;1;5.095;3
snapchat > display > retargeting> retargeting> retargeting> Bing;1;5.16;2
snapchat;3;15.98;9
FB > snapchat > snapchat > snapchat > paid search;0;0;2
FB > paid search > snapchat > snapchat > snapchat > snapchat > snapchat > FB;1;3.67;2
paid search > Pinterest > Pinterest > Pinterest > snapchat > Pinterest > Pinterest > Pinterest > Pinterest > paid search > paid search > Pinterest > Pinterest > Pinterest > Pinterest > Pinterest > Pinterest > paid search > paid search > paid search > paid search > Pinterest > paid search > paid search > paid search > paid search > Bing > Pinterest;1;1.6;3
snapchat > FB;1;5.369;3
snapchat > snapchat > Tiktok > FB;1;2.567;3
snapchat > snapchat > snapchat > snapchat;1;2.722;3
FB;1;9.879;3
FB;6;3.324;21
paid search > FB > FB;1;1.41;2
snapchat > Tiktok > Tiktok > Tiktok > Tiktok;1;5.52;3
FB > FB;1;7.833;2
Pinterest > paid search > paid search;1;1.9;2
snapchat > Tiktok > FB > snapchat > FB;1;1.815;2
paid search > paid search > paid search > paid search;1;3.138;2
snapchat > snapchat > snapchat > FB > FB > FB > snapchat > FB > FB;1;1.3;2
Pinterest > paid search > Pinterest > paid search > Pinterest > FB > Pinterest;1;2.84;3
paid search > FB;1;7.3645;5
snapchat > FB;1;2.7;2
snapchat > Tiktok > Tiktok > paid search > snapchat > Tiktok > FB > Bing > Bing > snapchat > Bing;1;8.237;2
paid search > paid search > Pinterest > paid search > paid search > paid search;1;2.28;3
FB;1;4.3;3
paid search > paid search > snapchat > paid search > Tiktok > paid search > paid search > Tiktok > Tiktok > Tiktok > paid search > paid search > Tiktok > paid search > paid search > Tiktok > Tiktok > paid search > paid search > Tiktok > paid search > paid search > Tiktok > paid search > Tiktok > Tiktok > paid search > Tiktok > paid search > paid search > Pinterest > paid search > paid search > paid search > paid search > paid search;0;0;3
FB > Pinterest > Pinterest > paid search > Pinterest > FB > display > Tiktok > snapchat > FB > snapchat > FB > snapchat > Tiktok > display > FB;0;0;3
snapchat > snapchat > paid search > snapchat > FB > display > snapchat > snapchat > paid search > snapchat > display > display > snapchat > snapchat > FB;1;1.6;3
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > Pinterest;2;8.117;6
snapchat > snapchat > display;1;3.362;2
snapchat > FB > Tiktok;1;3.975;3
snapchat > FB > Bing;1;2.76;2
paid search > paid search > snapchat > Pinterest > paid search;1;3.993;2
offline > paid search > paid search > display > display > display;1;3.486;3
snapchat > snapchat > FB > FB;0;0;2
display > paid search > FB > display;0;0;2
Pinterest > Pinterest > Pinterest > Pinterest > FB > Pinterest > Pinterest > Pinterest > Pinterest > Pinterest > Pinterest;1;5.659;5
paid search > paid search > Tiktok > paid search;0;0;3
paid search > paid search > paid search > FB;1;2.623;2
paid search > paid search > Tiktok > Tiktok > Tiktok > display > Tiktok > FB > Bing > FB > Tiktok;0;0;2
Pinterest > FB > FB > Tiktok > Pinterest > display;0;0;2
FB > FB > FB > FB > display > Tiktok > display > Bing > FB;1;0.167;3
paid search > snapchat;1;4.294;3
snapchat > snapchat > FB;1;2.385;2
snapchat > snapchat > snapchat > Tiktok;1;1.8;2
paid search > paid search > paid search > paid search;1;4.695;3
snapchat > snapchat > snapchat > FB > snapchat > FB;0;0;2
snapchat > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;5.836;2
snapchat > snapchat > FB > retargeting> Pinterest > Tiktok > FB;1;3.843;3
FB > Pinterest > FB;1;5.739;2
snapchat > snapchat > paid search;0;0;2
